section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S52,F10,P0,,Final graduation prerequisite chain is not evidenced,,"S52 roadmap requires CP-N4-C, N4 regression and CF-1…CF-5 PASS before S52; You Do only carries `cpn4c_independent` and aggregate counts.",A learner can declare independence without proving CP-N4-C or any checkpoint.,"Require signed/versioned receipts for CP-N4-C, N4 regression and CF-1…CF-5 before CP-FINAL evaluation.",Attempted to falsify or break the declared S52 property: Final graduation prerequisite chain is not evidenced.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A learner can declare independence without proving CP-N4-C or any checkpoint.,True,1
S52,F34,P0,,Total regression gate is self-attested rather than executed,,You Do accepts nonempty `regression_cmd` plus `curriculum_gate['regression_s1_s52_ok']=True`; no command is run and no report is parsed.,The final regression required by the roadmap can be skipped completely.,"Execute the defined total regression and store exit code, test manifest, hashes and result receipt; READY derives from that receipt.",Attempted to falsify or break the declared S52 property: Total regression gate is self-attested rather than executed.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The final regression required by the roadmap can be skipped completely.,True,1
S52,F45,P0,,"Theory correctly defines RTO using service recovery, but I Do/We Do/You Do gate rollback time instead",,T3-B theory uses `recovery_min` and explicitly says rollback is only one recovery path. I Do and every practice/project gate revert to `rollback_min <= rto_min`.,The executable curriculum can mark resilience PASS while service remains down after a fast rollback.,Use service restoration time/end timestamp consistently throughout I Do/We Do/You Do and preserve rollback as a separate event.,"Attempted to falsify or break the declared S52 property: Theory correctly defines RTO using service recovery, but I Do/We Do/You Do gate rollback time instead.","Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The executable curriculum can mark resilience PASS while service remains down after a fast rollback.,True,1
S52,F60,P0,,Authenticated S52 exam has a 24/24 option-B key,,Eight concepts × three variants were inspected in `prisma/seed.ts`; every variant uses `correctIndex: 1`.,Answer-position guessing can pass a supposedly independent final-section assessment.,Rebalance to 6/6/6/6 and re-review parallel forms after reordering.,Attempted to falsify or break the declared S52 property: Authenticated S52 exam has a 24/24 option-B key.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Answer-position guessing can pass a supposedly independent final-section assessment.,True,1
S52,F01,P1,,S51 prerequisite remains blocked,,Roadmap requires S1–S51 and CP-N4-C before S52. The re-read S51 continuity JSON is REPAIR_REQUIRED with 7 P0.,Sequential release of S52 is invalid even if S52 itself were repaired.,"Keep S52 learner release blocked until S51, CP-N4-C, N4 regression and CF-5 are actually closed.",Attempted to falsify or break the declared S52 property: S51 prerequisite remains blocked.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Sequential release of S52 is invalid even if S52 itself were repaired.,False,1
S52,F02,P1,,S52 entry contract is stricter than the source gate,,"Roadmap sequence says S52 starts only after S51 closed, CP-N4-C, N4 regression and CF-1…CF-5 PASS. `section_contract()` lists only S52/12 capstones/CP-FINAL/total regression/zero P0-P1.",Learners are not shown or checked against the actual entry prerequisites.,Represent prerequisite receipts explicitly before any CP-FINAL work can be marked active.,Attempted to falsify or break the declared S52 property: S52 entry contract is stricter than the source gate.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Learners are not shown or checked against the actual entry prerequisites.,False,1
S52,F03,P1,,Canonical `course_state_v3.json` named by the roadmap is absent,,The roadmap calls `course_state_v3.json` the canonical companion ledger; fetch on both main and audit branch returns 404 and repo search finds no file.,"The final gate has no canonical machine-readable source from which 52/52, capstones and checkpoint state can be derived.",Restore or replace the canonical state ledger and make S52 read/verify it instead of manual counts.,Attempted to falsify or break the declared S52 property: Canonical `course_state_v3.json` named by the roadmap is absent.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"The final gate has no canonical machine-readable source from which 52/52, capstones and checkpoint state can be derived.",False,1
S52,F05,P1,,Legacy playground is semantically pre-V3,,"The S52 canonical source is a full enterprise integration capstone, while the inherited playground is a generic CV/keyword generator.",Theory ends with an unrelated exercise that narrows a system capstone back to career-keyword matching.,"Use a semantic `playgroundKey` or S52-specific playground covering integration, regression and defense evidence.",Attempted to falsify or break the declared S52 property: Legacy playground is semantically pre-V3.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Theory ends with an unrelated exercise that narrows a system capstone back to career-keyword matching.,False,1
S52,F06,P1,,Hours are internally contradictory: 29h vs 80h,,Source metadata and optional contract say about 29h; I Do/We Do/You Do describe a real ~80h build; live public card displays 80h.,Planning cues are irreconcilable and can cause learners to radically under-budget the capstone.,"Use the roadmap's architecture: ordinary S52 instructional hours plus clearly separated additional 80h CP-FINAL hardening/presentation, or one tested total—never both without explanation.",Attempted to falsify or break the declared S52 property: Hours are internally contradictory: 29h vs 80h.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Planning cues are irreconcilable and can cause learners to radically under-budget the capstone.,False,1
S52,F11,P1,,T1-A promises a change_log but never validates one,,"Theory says revalidation records stakeholder/metric delta in `change_log`; reference code accepts only stakeholder set, job count, metric set and `baseline_frozen`.",Learners can PASS while reusing an old CF-1 matrix with no evidence of what changed.,Require a versioned CF-1 manifest plus explicit added/retired stakeholders/jobs/metrics and change rationale.,Attempted to falsify or break the declared S52 property: T1-A promises a change_log but never validates one.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Learners can PASS while reusing an old CF-1 matrix with no evidence of what changed.,False,1
S52,F12,P1,,T1-A promises owner/interview logic absent from the reference function,,Theory says missing owner or baseline leads to `INTERVIEW_STAKEHOLDER`/`REOPEN_CF1`; `revalidate_cf1()` has no owner field and can only return PASS or REOPEN_CF1.,"Prose, code and action taxonomy disagree.",Add owner/reviewer evidence and separate unknown/missing evidence from confirmed invalid CF-1 content.,Attempted to falsify or break the declared S52 property: T1-A promises owner/interview logic absent from the reference function.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"Prose, code and action taxonomy disagree.",False,1
S52,F13,P1,,T1-A uses hard-coded stakeholder and metric names as universal validity,,"PASS requires exactly the minimum set ops/relationship/privacy, jobs>=3, ttr+review_precision.","A changed but valid CF-1 contract can fail, while a stale contract containing these magic names can pass.",Validate against the approved versioned CF-1 contract rather than hard-coded business labels.,Attempted to falsify or break the declared S52 property: T1-A uses hard-coded stakeholder and metric names as universal validity.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"A changed but valid CF-1 contract can fail, while a stale contract containing these magic names can pass.",False,1
S52,F14,P1,,`jobs` is a count instead of traceable jobs-to-be-done,,T1-A only checks `jobs >= 3`.,Three meaningless placeholders are equivalent to three validated jobs.,"Require job IDs/text, stakeholder mapping, acceptance metric and version.",Attempted to falsify or break the declared S52 property: `jobs` is a count instead of traceable jobs-to-be-done.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Three meaningless placeholders are equivalent to three validated jobs.,False,1
S52,F15,P1,,`baseline_frozen` is a self-declared boolean,,No dataset/run/version/hash is attached to the frozen baseline.,The student can freeze nothing and set True.,"Use a baseline receipt containing dataset hash, metric definition, run id, command, result and timestamp.",Attempted to falsify or break the declared S52 property: `baseline_frozen` is a self-declared boolean.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The student can freeze nothing and set True.,False,1
S52,F16,P1,,T1-A figure is attached to the wrong learning problem,,"`S52-defense-evidence` visualizes what an external reviewer can verify in the eight-artifact bundle, but it is attached to CF-1 stakeholder revalidation.",Spatial contiguity pairs T1-A prose with a T4-B concept and leaves the actual system-integration topic without a diagram.,Move this figure to T4-B and add a CF-1 delta/stakeholder-job-metric visual to T1-A.,Attempted to falsify or break the declared S52 property: T1-A figure is attached to the wrong learning problem.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Spatial contiguity pairs T1-A prose with a T4-B concept and leaves the actual system-integration topic without a diagram.,False,1
S52,F17,P1,,T2 integration lacks the architecture visual the capstone requires,,"S52 has only one figure; T2-A asks learners to map six bounded contexts, owners, APIs and events but provides no context/container/dynamic diagram.",The most spatially complex concept is explained only in prose and booleans.,"Add a C4-style system/container or dynamic diagram showing the six contexts, owners, API/event edges and human boundary.",Attempted to falsify or break the declared S52 property: T2 integration lacks the architecture visual the capstone requires.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The most spatially complex concept is explained only in prose and booleans.,False,1
S52,F18,P1,,No-go terminology drifts between prose and executable contract,,Outcome/theory use `auto_fraud_label`; fixture/code use `auto-risk-decision`.,"Learners cannot tell whether these are synonyms, different controls or accidental drift.",Define one canonical no-go vocabulary and map any aliases explicitly.,Attempted to falsify or break the declared S52 property: No-go terminology drifts between prose and executable contract.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"Learners cannot tell whether these are synonyms, different controls or accidental drift.",False,1
S52,F19,P1,,Risk ownership is reduced to an integer count,,`risks_with_owner >= 1` is enough for PASS despite theory saying each risk has an owner and threshold.,A register with ten risks and one owned item passes.,"Validate each risk row for owner, severity/threshold, mitigation, residual disposition and status.",Attempted to falsify or break the declared S52 property: Risk ownership is reduced to an integer count.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A register with ten risks and one owned item passes.,False,1
S52,F20,P1,,Written risk thresholds promised but absent,,Theory says constraints/risks/no-go have owner and written threshold; no code field represents a threshold.,A central governance concept is never practiced.,Add structured threshold/policy fields and tests for boundary behavior.,Attempted to falsify or break the declared S52 property: Written risk thresholds promised but absent.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A central governance concept is never practiced.,False,1
S52,F21,P1,,Residual-risk acceptance is a boolean rather than approval evidence,,"`residual_ok=True` is accepted without signer, date, scope or rationale.",The learner practices assertion instead of governance.,"Use an acceptance receipt bound to risk IDs, decision maker, revision and expiry/review date.",Attempted to falsify or break the declared S52 property: Residual-risk acceptance is a boolean rather than approval evidence.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The learner practices assertion instead of governance.,False,1
S52,F22,P1,,No-go policy is a set of strings without enforcement evidence,,Presence of `real-pii` and `auto-risk-decision` strings is treated as proof the system blocks them.,Documentation of a policy is not enforcement of a policy.,Add red-team/contract tests showing real-PII and automated-risk actions are actually denied.,Attempted to falsify or break the declared S52 property: No-go policy is a set of strings without enforcement evidence.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Documentation of a policy is not enforcement of a policy.,False,1
S52,F23,P1,,T2-A API/event versioning is represented by booleans,,`apis_v` and `events_v` can be True without OpenAPI/event schema artifacts.,The capstone can claim versioned contracts without a contract.,Require paths/hashes of OpenAPI/event schemas and compatibility-test results.,Attempted to falsify or break the declared S52 property: T2-A API/event versioning is represented by booleans.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The capstone can claim versioned contracts without a contract.,False,1
S52,F24,P1,,T2-A ownership is described but not validated,,Theory says ownership prevents hidden coupling; `contexts_ok()` has no owner map.,Boundaries with nobody responsible can pass.,Require owner per bounded context and escalation/reviewer metadata.,Attempted to falsify or break the declared S52 property: T2-A ownership is described but not validated.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Boundaries with nobody responsible can pass.,False,1
S52,F25,P1,,`contract_tests >= 10` is false precision,,The code gates on a numeric count of ten without defining outcomes or critical contracts.,Ten trivial tests can pass while the one breaking producer/consumer contract is absent.,"Gate on named critical contract cases and producer/consumer compatibility, not a magic count.",Attempted to falsify or break the declared S52 property: `contract_tests >= 10` is false precision.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Ten trivial tests can pass while the one breaking producer/consumer contract is absent.,False,1
S52,F28,P1,,Event schema evolution is not tested,,The lesson names versioned events but never checks backward/forward compatibility or unknown fields/version routing.,A version string can exist while consumers still break.,Add producer/consumer compatibility fixtures across at least one schema evolution.,Attempted to falsify or break the declared S52 property: Event schema evolution is not tested.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A version string can exist while consumers still break.,False,1
S52,F29,P1,,T2-A does not execute actual integration,,A set of context names and booleans can satisfy the reference code.,"The final capstone's core integration construct is represented as metadata, not working connections.",Require contract-test execution against local services or controlled deployment plus traceable event/API calls.,Attempted to falsify or break the declared S52 property: T2-A does not execute actual integration.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"The final capstone's core integration construct is represented as metadata, not working connections.",False,1
S52,F31,P1,,T2-B HITL safety is six self-reported booleans,,`hitl_chain()` trusts er/triage/rpa/rag/human/infers_fraud flags.,"A pipeline can auto-decide risk while the fixture says `human=True, infers_fraud=False`.","Derive HITL evidence from trajectory/events: proposal, evidence, exact sensitive action, human decision receipt and resulting state.",Attempted to falsify or break the declared S52 property: T2-B HITL safety is six self-reported booleans.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"A pipeline can auto-decide risk while the fixture says `human=True, infers_fraud=False`.",False,1
S52,F32,P1,,`infers_fraud=False` is not evidence of non-automation,,The safety property is supplied by the caller.,The control can be bypassed by labeling an automated outcome as non-fraud.,Inspect decision type/action and enforce policy at the sensitive write/decision boundary.,Attempted to falsify or break the declared S52 property: `infers_fraud=False` is not evidence of non-automation.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The control can be bypassed by labeling an automated outcome as non-fraud.,False,1
S52,F33,P1,,Safe HITL is incorrectly coupled to presence of every RPA/RAG subsystem,,"PASS requires all er, triage, rpa, rag and human booleans.","A safe workflow that legitimately omits RPA or RAG is rejected, while a dangerous workflow with all flags True can pass.",Separate functional completeness from safety invariants; evaluate required components per use case.,Attempted to falsify or break the declared S52 property: Safe HITL is incorrectly coupled to presence of every RPA/RAG subsystem.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"A safe workflow that legitimately omits RPA or RAG is rejected, while a dangerous workflow with all flags True can pass.",False,1
S52,F35,P1,,"T3-A verification layers are booleans, not suites",,unit/contract/integration/evals/red_team/performance each collapse to truthiness.,A string such as `passed` can substitute for hundreds of required checks.,Represent each layer with a test run receipt and critical-case manifest.,"Attempted to falsify or break the declared S52 property: T3-A verification layers are booleans, not suites.","Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A string such as `passed` can substitute for hundreds of required checks.,False,1
S52,F36,P1,,Open P0/P1 are aggregate counts without issue identity,,Only `open_p0`/`open_p1` counts are checked.,Issues can disappear from counts without traceable closure or regression.,"Bind each P0/P1 to issue id, disposition, fix commit and permanent regression test.",Attempted to falsify or break the declared S52 property: Open P0/P1 are aggregate counts without issue identity.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Issues can disappear from counts without traceable closure or regression.,False,1
S52,F37,P1,,The promised permanent regression test for every P0/P1 is unenforced,,Theory says every P0/P1 leaves a permanent regression; no data structure verifies that edge.,Learners can close findings administratively.,Require finding→test IDs and verify every closed critical finding has a green regression.,Attempted to falsify or break the declared S52 property: The promised permanent regression test for every P0/P1 is unenforced.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Learners can close findings administratively.,False,1
S52,F38,P1,,Generic `pytest tests/ -q` does not prove the roadmap's total regression composition,,"Roadmap defines total regression as four level regressions plus CP-FINAL E2E, contract tests and security/privacy/backup/rollback exercises.",A generic command can pass a tiny test folder.,Generate the command from a manifest of required suites and verify all expected suite IDs executed.,Attempted to falsify or break the declared S52 property: Generic `pytest tests/ -q` does not prove the roadmap's total regression composition.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A generic command can pass a tiny test folder.,False,1
S52,F39,P1,,Performance/red-team/eval gates have no measured artifacts,,"T3-A uses True/False rather than latency/throughput budgets, attack cases, eval dataset/results.",The final verification matrix cannot support a technical defense.,Store metric thresholds/results and case-level eval/red-team receipts.,Attempted to falsify or break the declared S52 property: Performance/red-team/eval gates have no measured artifacts.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The final verification matrix cannot support a technical defense.,False,1
S52,F40,P1,,Known P0/P1 can be masked by a missing field in E3,,"RED: suite already has open_p0=1 and broken layers, but missing `open_p1` routes first to `FIX_AND_RERUN_REGRESSION` rather than preserving `BLOCK_FINAL_ON_P0_P1`.",A confirmed critical breach is downgraded to schema uncertainty.,Compute known breaches and missing evidence independently; known P0/P1 remains blocking.,Attempted to falsify or break the declared S52 property: Known P0/P1 can be masked by a missing field in E3.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A confirmed critical breach is downgraded to schema uncertainty.,False,1
S52,F41,P1,,All eight E3 families use the same missing-first routing pattern,,RED tests across T1-A/T1-B/T2-A/T2-B/T3-A/T3-B/T4-A/T4-B showed missing metadata masks an already-known content breach in 8/8 families.,This teaches learners to discard known evidence whenever one field is missing.,"Return structured `{breaches, missing, next_action}` and preserve both.",Attempted to falsify or break the declared S52 property: All eight E3 families use the same missing-first routing pattern.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,This teaches learners to discard known evidence whenever one field is missing.,False,1
S52,F42,P1,,The 24 We Do exercises are over-templated,,E1 fixes inverted predicate; E2 routes valid/adverse/missing; E3 routes CONTINUE/breach/uncertainty for every subtopic.,Learners can master the exercise generator rather than the domain.,"Diversify tasks: inspect manifests/diffs, design schemas, execute contract tests, diagnose a failed regression, run a restore, defend an ADR.",Attempted to falsify or break the declared S52 property: The 24 We Do exercises are over-templated.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Learners can master the exercise generator rather than the domain.,False,1
S52,F43,P1,,E3 does not actually change context,,E3 remains on the same `CASO-PER-052-*` fixture family and largely the same record schema/action grammar.,It violates the V3 contract that E3 changes context and requires transfer.,Move E3 to a new synthetic domain/representation and require selecting/adapting the correct mechanism.,Attempted to falsify or break the declared S52 property: E3 does not actually change context.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,It violates the V3 contract that E3 changes context and requires transfer.,False,1
S52,F44,P1,,"I Do models flags, not the actual capstone work",,"Eight demos calculate predicates from sets/booleans/counts rather than demonstrate OpenAPI contracts, event flow, regression report, restore validation or evidence packaging.",Worked examples do not model the performance learners need in You Do.,At least one I Do per topic should inspect or produce the real artifact type used by CP-FINAL.,"Attempted to falsify or break the declared S52 property: I Do models flags, not the actual capstone work.","Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Worked examples do not model the performance learners need in You Do.,False,1
S52,F46,P1,,Resilience metric domains are not validated,,"RED: availability=2.0, negative backup age and negative rollback time can satisfy current comparisons.",Physically impossible data can pass the graduation gate.,Require finite 0<=availability<=1 and nonnegative RPO/RTO/age/recovery durations with valid units.,Attempted to falsify or break the declared S52 property: Resilience metric domains are not validated.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Physically impossible data can pass the graduation gate.,False,1
S52,F47,P1,,`restore_verified` / `disaster_exercise` are self-declared booleans,,"No restored artifact, checksum, row/count invariant, application probe or timestamp is attached.",A tabletop can be marked as verified by flipping True.,"Require restore receipt with backup id/hash, restored state checksum/invariants, service probe and measured timeline.",Attempted to falsify or break the declared S52 property: `restore_verified` / `disaster_exercise` are self-declared booleans.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A tabletop can be marked as verified by flipping True.,False,1
S52,F48,P1,,Backup age alone does not demonstrate the recovery point,,`backup_age_h <= rpo_h` is checked without proving which state the backup contains or how much committed data would be lost.,A recent but corrupt/incomplete backup can pass.,Validate backup integrity and derive recoverable point/data-loss window from the actual backup.,Attempted to falsify or break the declared S52 property: Backup age alone does not demonstrate the recovery point.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A recent but corrupt/incomplete backup can pass.,False,1
S52,F49,P1,,T3-B missing-first routing masks known resilience breach,,"RED: availability=.1, backup age=100h and recovery/rollback 999m plus missing drill flag routes to RUN_DISASTER_EXERCISE.",A known no-go becomes mere missing evidence.,Return NO_GO_RESILIENCE plus missing drill evidence.,Attempted to falsify or break the declared S52 property: T3-B missing-first routing masks known resilience breach.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A known no-go becomes mere missing evidence.,False,1
S52,F50,P1,,The named SRE disaster-recovery resource path is not the strongest/current direct reference,,"The section points to a generic/non-resolved `sre-book/disaster-recovery/`; current Google SRE material on Data Integrity, Testing for Reliability and Incident Response directly covers tested backups/restores and drills.",Learners may hit a stale or less useful resource.,"Link current direct SRE chapters for data integrity, testing disaster and incident drills.",Attempted to falsify or break the declared S52 property: The named SRE disaster-recovery resource path is not the strongest/current direct reference.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Learners may hit a stale or less useful resource.,False,1
S52,F51,P1,,T4-A forces a positive improvement claim,,`result_ttr < baseline_ttr` is required; the roadmap only requires honest before/after metrics and trade-offs.,"A valid experiment showing no improvement is treated as failure, incentivizing cherry-picking or fabricated impact.",Require truthful before/after evidence; permit no-improvement/negative results when correctly interpreted.,Attempted to falsify or break the declared S52 property: T4-A forces a positive improvement claim.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"A valid experiment showing no improvement is treated as failure, incentivizing cherry-picking or fabricated impact.",False,1
S52,F52,P1,,Theory demo code does not enforce its own ≤10-minute limit,,"`demo_script(..., minutes=10)` returns the supplied minutes without checking `minutes <= 10`.",A 60-minute demo can satisfy the reference function.,Validate duration or treat the 10-minute target as presentation guidance rather than a gate.,Attempted to falsify or break the declared S52 property: Theory demo code does not enforce its own ≤10-minute limit.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A 60-minute demo can satisfy the reference function.,False,1
S52,F53,P1,,`claims_sourced=True` is hard-coded,,The demo function manufactures claim provenance instead of receiving source receipts.,The worked example teaches self-attestation of evidence.,Pass claim receipts containing metric/run/source IDs and verify them.,Attempted to falsify or break the declared S52 property: `claims_sourced=True` is hard-coded.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The worked example teaches self-attestation of evidence.,False,1
S52,F54,P1,,Personal contribution is an unverified string/boolean,,Any nonempty phrase or True value counts.,The final career narrative can overclaim ownership without evidence.,"Map contribution claims to commits, ADR decisions, artifact authorship or reviewer-confirmed work.",Attempted to falsify or break the declared S52 property: Personal contribution is an unverified string/boolean.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The final career narrative can overclaim ownership without evidence.,False,1
S52,F55,P1,,Baseline/result numbers are detached from benchmark runs,,TTR 90→42 can be typed directly; no run/dataset/version connects those numbers to evidence.,The same numeric theatre criticized by the prose is accepted by code.,"Derive metrics from benchmark receipts with dataset hash, command and output.",Attempted to falsify or break the declared S52 property: Baseline/result numbers are detached from benchmark runs.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The same numeric theatre criticized by the prose is accepted by code.,False,1
S52,F56,P1,,Single-metric TTR gate can reward faster but worse systems,,T4-A focuses on lower TTR while quality/privacy/human-review are treated elsewhere as booleans.,A speed improvement can obscure degraded review precision or safety.,Present multi-objective before/after results and require critical quality/safety non-regression.,Attempted to falsify or break the declared S52 property: Single-metric TTR gate can reward faster but worse systems.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,A speed improvement can obscure degraded review precision or safety.,False,1
S52,F58,P1,,T4-A missing-first routing masks unsupported claim,,"RED: result worse than baseline, unsourced benchmark and 30-minute demo plus missing personal field route to RECORD_PERSONAL_CONTRIBUTION.",Known unsupported claims are downgraded to missing attribution.,Preserve `REJECT_UNSUPPORTED_PORTFOLIO_CLAIM` while also listing missing attribution.,Attempted to falsify or break the declared S52 property: T4-A missing-first routing masks unsupported claim.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Known unsupported claims are downgraded to missing attribution.,False,1
S52,F59,P1,,"Eight-artifact bundle checks names, not artifacts",,T4-B accepts a set containing the required strings.,"Empty, corrupt or unrelated files can satisfy the contract.","Validate path existence, nonempty content, expected schema and SHA-256 for each artifact.","Attempted to falsify or break the declared S52 property: Eight-artifact bundle checks names, not artifacts.","Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,"Empty, corrupt or unrelated files can satisfy the contract.",False,1
S52,F61,P1,,Authenticated exam distractors are frequently absurd/off-construct,,"Examples include `Número de memes`, `Solo UI colors`, `El font del README`, `F1 de marketing`, `la playlist`, `salarios reales`, `DNI reales`.",Correct answers are obvious by tone rather than mastery.,Use plausible misconceptions close to the construct.,Attempted to falsify or break the declared S52 property: Authenticated exam distractors are frequently absurd/off-construct.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,Correct answers are obvious by tone rather than mastery.,False,1
S52,F62,P1,,Four required topic evaluations are absent,,"S52 source defines no `topicEvaluations`, while renderer supports them and roadmap requires four authentic topic evaluations.",The capstone lacks the topic-level integrated assessment layer.,"Add T1–T4 authentic evaluations, two tasks each, jointly scored 0–3 across four criteria.",Attempted to falsify or break the declared S52 property: Four required topic evaluations are absent.,"Preserved valid design intent where it survives the attack; did not demand a particular vendor, cloud, or renamed compatibility ID.",CONFIRMED_FINDING,The capstone lacks the topic-level integrated assessment layer.,False,1
